identifier,filename,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,subject_topical_authority 2,subject_topical_URI 2,subject_topical 3,subject_topical_authority 3,subject_topical_URI 3,subject_topical 4,subject_topical_authority 4,subject_topical_URI 4,subject_topical 5,subject_topical 6,subject_topical_URI 6,subject_topical_authority 6,subject_topical 7,subject_topical_authority 7,subject_topical_URI 7,subject_topical 8,subject_authority 8,subject_topical_URI 8,subject_local_label 1,subject_local_code 1,subject_local_label 2,subject_local_code 2,subject_local_label 3,subject_local_code 3,subject_local_label 4,subject_local_code 4,subject_local_label 5,subject_local_code 5,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,subject_geographic 3,subject_geographic_URI 3,subject_geographic_coordinates 3,subject_geographic 4,subject_geographic_URI 4,subject_geographic_coordinates 4,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_authority 2,subject_name_URI 2,subject_name 3,subject_authority 3,subject_URI 3,subject_name 4,subject_name 5,subject_temporal,subject_temporal_local,shelf_locator,classification_number,collection,collection_identifier,holdingsExternal_city,holdingsExternal_county,holdingsExternal_state,physicalLocation@type=accessionNumber,repository,repository_URI,sublocation,record_creation_date,record_source,extent,internet_media_type,name_role 1 1,name_role_URI 1 1,name_role 1 2,name_role_URI 1 2,name_corporate 1,name_corporate_authority 1,name_corporate_URI 1,name_personal 1,name_authority 1,name_personal_URI 1,name_desc 1,name_role 2,name_role_URI 2,name_corporate 2,name_corporate_authority 2,name_corporate_URI 2,name_personal 2,name_personal_authority 2,name_personal_URI 2,name_description 2,name_role 3,name_role_URI 3,name_corporate 3,name_personal 3,name_personal_authority 3,name_personal_URI 3,name_desc 3,date_single,date_text,date_range_end,date_qualifier,public_note,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,date_publication,date_publication_qualifier,publisher,relatedItem@type=host_title,relatedItem@type=host_detail@type=issue,language,title_initial_article,title_work,item_type 1,item_type 2,form 1,form_URI 1,form 2,form_URI 2,genre,genre_URI,rights,abstract,digital_origin,language_of_ cataloging,project_url,project_title
0012_000056_000213_0001,0012_000056_000213_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,African-Americans,D.1,"Frontier migration/experiments in representative democracy, encounters with Native Americans",B.1,"Debate over slavery, the Secession Crisis, and the Civil War: Tennessee as a uniquely divided border state",B.4,,,,,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96056N, 83.92083W",Knox County (Tenn.),http://id.loc.gov/authorities/names/n81102870,"36.01667N, 83.93333W",,,,,,,Ancient Arabic Order of the Nobles of the Mystic Shrine for North America,naf,http://id.loc.gov/authorities/names/n83201583,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),"Box 2, Folder 1",,African-American Photography Collection,MS.2129,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-12-06,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,Browder Studios,,,,,,,,,,,,,,,,,,,,,,,1900,between 1900 and 1930,1930,,,,,,,,,,,,eng,,Group photograph in Keblah Temple no. 78,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","African American fraternal organization related to the Ancient Egyptian Arabic Order Nobles Mystic Shrine.  This parent organization was originally formed in 1872.  This photo was taken in the Keblah Temple in Knoxville, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000061_000200_0001,0012_000061_000200_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Debate over slavery, the Secession Crisis, and the Civil War: Tennessee as a uniquely divided border state",B.4,,,,,,,,,,,,,,,,,,,,,"Brownlow, William Gannaway, 1805-1877",naf,http://id.loc.gov/authorities/names/n50051650,,,,,,,,,,Era 4 - Expansion and Reform (1801-1861),"Box 1, Folder 1",,William G. Brownlow Letter,MS.936,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-03-28,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Brownlow, William Gannaway, 1805-1877",naf,http://id.loc.gov/authorities/names/n50051650,,,,,,,,,,,,,,,,,,1836,probably between 1836 and 1862,1862,inferred,,,,,,,,,,,eng,,Signed photograph of William Gannaway Brownlow,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"Signed photograph of William G. Brownlow, a famous anti-Confederate Tennessean.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000061_000201_0001,0012_000061_000201_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Debate over slavery, the Secession Crisis, and the Civil War: Tennessee as a uniquely divided border state",B.4,,,,,,,,,,,,,,,,,,,,,"Brownlow, William Gannaway, 1805-1877",naf,http://id.loc.gov/authorities/names/n50051650,,,,,,,,,,Era 4 - Expansion and Reform (1801-1861),"Box 1, Folder 1",,William G. Brownlow Letter,MS.936,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-03-28,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Brownlow, William Gannaway, 1805-1877",naf,http://id.loc.gov/authorities/names/n50051650,,,,,,,,,,,,,,,,,,1836,probably between 1836 and 1862,1862,inferred,,,,,,,,,,,eng,,Portrait of William Gannaway Brownlow,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,Portraits,,Public domain.,"Portrait of William Gannaway Brownlow, a famous anti-Confederate Tennessean.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000064_000200_0001,0012_000064_000200_0001.jpeg,United States--History--19th century,lcsh,,Political cartoons,,,,,,,,,,,,,Political cartoons,,,,,,"Debate over slavery, the Secession Crisis, and the Civil War: Tennessee as a uniquely divided border state",B.4,Government and Politics,D.10,Nature and the Environment,D.16,Wars and Military,D.24,,,,,,,,,,,,,,,"Johnson, Andrew, 1808-1875",naf,http://id.loc.gov/authorities/names/n79056304,,,,,,,,,,Era 5 - Civil War and Reconstruction (1850-1877),Johnson 1865n,,Prints Collection,,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-01-03,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 page; 28 x 41 cm.,image/jpeg,Illustrator,http://id.loc.gov/vocabulary/relators/ill,,,,,,"Nast, Thomas, 1840-1902",naf,http://id.loc.gov/authorities/names/n78083448,,,,,,,,,,,,,,,,,,1865,1865,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,1865,,Harper's Magazine Co.,Harper's Weekly,,eng,,Cartoon of Andrew Johnson,still image,,cartoons (humorous images),http://vocab.getty.edu/aat/300123430,,,Political cartoons,,Public domain.,"From: Harper's Weekly, v.9, no.463, November 11, 1865. At head, left, and right margins: ""Boorish tailor, drunken beast, patriot, statesman, Jackson; Beastly instincts, demagogical habits, boorish mind; 'Not one word or act of his which a national democrat would not defend.'"" Caption quotations located at four corners.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000090_000200_0001,0012_000090_000200_0001.jpeg,,,,,,,,,,,,,,Picnics,http://id.worldcat.org/fast/1732289,fast,Collective settlements,fast,http://id.worldcat.org/fast/867585,,,,"Utopian impulses of the 19th century such as Nashoba, Ruskin, and Rugby",B.7,Frontier Settlement and Migration,D.9,Social Reform,D.20,Sports and Recreation,D.21,,,Rugby (Tenn.),http://id.loc.gov/authorities/names/no2005033618,"36.36028N, 84.70084W",Morgan County (Tenn.),http://id.loc.gov/authorities/names/n84047494,"36.13334N, 84.63333W",,,,,,,"Hughes, Thomas, 1822-1896",naf,http://id.loc.gov/authorities/names/n50034198,,,,,,,,,,Era 6 - The Development of the Industrial United States (1870-1900),,,Rugby (Tenn.) Colony Photograph,MS.2721,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-07-08,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1880,approximately between 1880 and 1890,1890,approximate,,Rugby (Tenn.),http://id.loc.gov/authorities/names/no2005033618,,,,,,,,eng,,"Rugby Colony Photograph, circa 1880s",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"This collection consists of one 8x10 black-and-white photograph of members of the Rugby Colony in Morgan County, Tennessee, participating in a summer outing. The Rugby Colony was founded by English author and social reformer Thomas Hughes and was officially christened on October 5, 1880. The colony dissolved in the early 1890's due to a number of obstacles they had faced in preceding years.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000095_000201_0001,0012_000095_000201_0001.jpeg,Home demonstration work,lcsh,http://id.loc.gov/authorities/subjects/sh85061672,,,,,,,,,,,Food processing machinery,http://id.worldcat.org/fast/931006,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore, Virginia P. (Virginia Pearl)",naf,http://id.loc.gov/authorities/names/no00073285,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),"Box 3, Folder 3",,Virginia P. Moore Papers,MS.1546,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-03-22,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 page; 8 x 10 in,image/jpeg,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,1917-11,1917-11,,,,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,,,,,eng,,Two photos of Annual Conference of State Agents,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"One photograph of an assembly of state home demonstration agents in Washington, D.C. at an annual conference dated November, 1917. The other photograph is of Virginia P. Moore at this same conference.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000095_000213_0001,0012_000095_000213_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,Women,D.25,Farming and Agriculture,D.8,,,,,,,,,,,,,,,,,,,Tomato Girls Club,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),"Box 1, Folder 3",,Virginia P. Moore Papers,MS.1546,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-03-26,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph; 5 x 7,image/jpeg,Other,http://id.loc.gov/vocabulary/relators/oth,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1914,1914,,,,,,,,,,,,,eng,,Photograph of the Tomato Girls Club,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"Typewritten text on reverse of photo ""Views of the club members and friends and special coach bound for State Fair at Jackson, Miss. in 1914.  Harrison Co., exhibit won the Blue Ribbon and first prize over all other counties in the state.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000095_000214_0001,0012_000095_000214_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,Women,D.25,Education,D.6,,,,,,,,,,,,,,,,,,,National Home Demonstration Agents Association (U.S.),naf,http://id.loc.gov/authorities/names/n85276566,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),"Box 1, Folder 3",,Virginia P. Moore Papers,MS.1546,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-03-26,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph; 5 x 7 in,image/jpeg,Other,http://id.loc.gov/vocabulary/relators/oth,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1922,1922,,,,Lafayette (Tenn.),http://id.loc.gov/authorities/names/n83226096,,,,,,,,eng,,Photograph of items for sewing exhibit,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"Handwritten notation on front of photograph reads ""group at Spring Sewing exhibit 1922 Lafayette Co""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000128_000201_0001,0012_000128_000201_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Scopes trial, rise of fundamentalism, and public education",B.11,Education,D.6,Religion,D.18,Science and Technology,D.19,,,Rhea County (Tenn.),http://id.loc.gov/authorities/names/n81139865,"35.63334N, 84.93333W",,,,,,,,,,"Bryan, William Jennings, 1860-1925",naf,http://id.loc.gov/authorities/names/n80044871,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,Scopes Photography Collection,MS.1091,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-04-09,"University of Tennessee, Knoxville. Special Collections","1 digital imags; 1 photograph, 8 x 10 inches",image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1925,1925,,,,,,,,,,,,,eng,,Photograph of William Jennings Bryan,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Photograph of William Jennings Bryan stepping off a train arriving for the Scopes Trial.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000128_000202_0001,0012_000128_000202_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Scopes trial, rise of fundamentalism, and public education",B.11,Education,D.6,Religion,D.18,Science and Technology,D.19,,,Rhea County (Tenn.),http://id.loc.gov/authorities/names/n81139865,"35.63334N, 84.93333W",,,,,,,,,,,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,Scopes Photography Collection,MS.1091,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-04-09,"University of Tennessee, Knoxville. Special Collections","1 digital image; 1 photograph, 8 x 10 inches",image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1925,1925,,,,Rhea County (Tenn.),http://id.loc.gov/authorities/names/n81139865,,,,,,,,eng,,Photograph of Old Rhea County High School,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Photograph of Old Rhea County High School (now torn down) where teacher, John Thomas Scopes taught evolutionary theory.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000128_000203_0001,0012_000128_000203_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Scopes trial, rise of fundamentalism, and public education",B.11,Education,D.6,Religion,D.18,Science and Technology,D.19,,,Rhea County (Tenn.),http://id.loc.gov/authorities/names/n81139865,"35.63334N, 84.93333W",,,,,,,,,,,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,Scopes Photography Collection,MS.1091,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-04-09,"University of Tennessee, Knoxville. Special Collections","1 digital imags; 1 photograph, 8 x 10 inches",image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1925,1925,,,,Rhea County (Tenn.),http://id.loc.gov/authorities/names/n81139865,,,,,,,,eng,,Photograph of an evangelist,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Photograph of an unidentified evangelist conducting an impromptu revival.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0012_000128_000204_0001,0012_000128_000204_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Scopes trial, rise of fundamentalism, and public education",B.11,Education,D.6,Religion,D.18,Science and Technology,D.19,,,Rhea County (Tenn.),http://id.loc.gov/authorities/names/n81139865,"35.63334N, 84.93333W",,,,,,,,,,"Darrow, Clarence, 1857-1938",naf,http://id.loc.gov/authorities/names/n79026987,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,Scopes Photography Collection,MS.1091,Knoxville,Knox County,Tennessee,,"University of Tennessee, Knoxville. Special Collections",http://id.loc.gov/authorities/names/no2014027633,,2007-04-09,"University of Tennessee, Knoxville. Special Collections","1 digital imags; 1 photograph, 8 x 10 inches",image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1925,1925,,,,,,,,,,,,,eng,,Photograph of Clarence Darrow,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Photograph of Clarence Darrow arriving at Hotel Aqua, also featuring Carroll Tallent, a student of Scopes and later City and County School Superintendent.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0014_000053_000206_0001,0014_000053_000206_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,"35.14944N, 90.04889W",Shelby County (Tenn.),http://id.loc.gov/authorities/names/n80109511,"35.20000N, 89.86667W",,,,,,,,,,,,,,,,,,,Era 5 - Civil War and Reconstruction (1850-1877),"Box 1, Folder 1",,Memphians During War,,Memphis,Shelby County,Tennessee,,Memphis Public Library,,,2008-01-18,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 image,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Balch, H. A.",,,,,,,,,,,,,,,,,,,,1866-04-30,1866-04-30,,,,,,,,,,,,,eng,,Union Soldiers,still image,,prints (visual works),http://vocab.getty.edu/aat/300041273,,,,,Public domain.,"A 1866 composite print of Union Soldiers from Fort Pickering in Memphis, TN. The print is stamped on front with the following information. ""H.A. Balch, 249 Main St., Memphis, April 30, 1866."" The print was donated by Mrs. Adam Izzo. Box 1, Folder 1",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0014_000054_000200_0001,0014_000054_000200_0001.jpeg,"United States--History--Civil War, 1861-1865",lcsh,http://id.loc.gov/authorities/subjects/sh85140205,,,,,,,,,,,,,,,,,,,,Wars and Military,D.24,"Trade, Business and Industry",D.22,Transportation and Internal Improvements,D.23,,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,"35.14944N, 90.04889W",,,,,,,,,,,,,,,,,,,,,,Era 5 - Civil War and Reconstruction (1850-1877),"Folder 1, Item 1f, MC42",,Prints from Harpers Weekly Newspaper and Frank Leslies Illustrated Newspaper,,Memphis,Shelby County,Tennessee,,Memphis Public Library,,,2007-10-24,"University of Tennessee, Knoxville. Special Collections",1 digital image; 3 illustrations,image/jpeg,Artist,http://id.loc.gov/vocabulary/relators/art,,,,,,"Crayton, Porte",,,,,,,,,,,,,,,,,,,,1862-03-15,1862-03-15,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,,,1862,inferred,,Harper's Weekly,,eng,,Memphis Before The War,still image,,illustrations,http://vocab.getty.edu/aat/300015578,,,,,Public domain.,"Three color sketches from Harper's Weekly.  Old Battery at the Navy Yard, Steamboat Landing, and The Cotton Levee. MC 42, Folder 1, Item 1f",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0014_000054_000201_0001,0014_000054_000201_0001.jpeg,"United States--History--Civil War, 1861-1865",lcsh,http://id.loc.gov/authorities/subjects/sh85140205,,,,,,,,,,,,,,,,,,,,"Trade, Business and Industry",D.22,Transportation and Internal Improvements,D.23,Wars and Military,D.24,,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,"35.14944N, 90.04889W",,,,,,,,,,,,,,,,,,,,,,Era 5 - Civil War and Reconstruction (1850-1877),"Folder 1, Item 3a, MC 42",,Prints from Harpers Weekly Newspaper and Frank Leslies Illustrated Newspaper,,Memphis,Shelby County,Tennessee,,Memphis Public Library,,,2007-10-26,"University of Tennessee, Knoxville. Special Collections",1 digital image; 2 illustrations,image/jpeg,Author,http://id.loc.gov/vocabulary/relators/aut,,,,,,"Simplot, A. (Alexander), 1837-1914",naf,http://id.loc.gov/authorities/names/n92059708,,,,,,,,,,,,,,,,,,1862-07-05,1862-07-05,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,1862,inferred,,Harper's Weekly,,eng,The ,"Levee at Memphis, Tennessee",still image,,illustrations,http://vocab.getty.edu/aat/300015578,,,,,Public domain.,"Two sketches from the magazine Harper's Weekly. The first is titled ""The Levee at Memphis, Tenn.--Hauling Sugar and Cotton from their Hiding-Places for Shipment North.""  The second, ""General View of Cumberland Gap, Tennessee"" was sketched by Dr. B. Howard.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0014_000054_000202_0001,0014_000054_000202_0001.jpeg,Agriculture,lcsh,http://id.loc.gov/authorities/subjects/sh85002415,,,,,,,,,,,,,,,,,,,,Farming and Agriculture,D.8,"Trade, Business and Industry",D.22,,,,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,"35.14944N, 90.04889W",Shelby County (Tenn.),http://id.loc.gov/authorities/names/n80109511,"35.20000N, 89.86667W",,,,,,,,,,,,,,,,,,,Era 6 - The Development of the Industrial United States (1870-1900),"Folder 4, Item 5a, MC 42",,Prints from Harpers Weekly Newspaper and Frank Leslies Illustrated Newspaper,,Memphis,Shelby County,Tennessee,,Memphis Public Library,,,2007-10-26,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 illustration,image/jpeg,Illustrator,http://id.loc.gov/vocabulary/relators/ill,,,,,,"Anderson, Frederick Tanqueray, 1846-1926",naf,http://id.loc.gov/authorities/names/no2001083309,,,,,,,,,,,,,,,,,,1881-06-25,1881-06-25,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,1881,inferred,,Harper's Weekly,,eng,,Convention of Cotton Planters,still image,,illustrations,http://vocab.getty.edu/aat/300015578,,,,,Public domain.,"A sketch for Harper's Weekly depicting the Convention of Cotton Planters in Memphis, TN.  Representatives from other states include Mississippi, Louisiana, and Georgia.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0014_000054_000204_0001,0014_000054_000204_0001.jpeg,Carnival,lcsh,http://id.loc.gov/authorities/subjects/sh85020377,,,,,,,,,,,,,,,,,,,,Popular Culture and Folklore,D.17,,,,,,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,"35.14944N, 90.04889W",Shelby County (Tenn.),http://id.loc.gov/authorities/names/n80109511,"35.20000N, 89.86667W",,,,,,,,,,,,,,,,,,,Era 6 - The Development of the Industrial United States (1870-1900),"Folder 4, Item 3, MC 42",,Prints from Harpers Weekly Newspaper and Frank Leslies Illustrated Newspaper,,Memphis,Shelby County,Tennessee,,Memphis Public Library,,,2007-10-26,"University of Tennessee, Knoxville. Special Collections",1 digital image; 14 illustrations,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Moyston, Memphis",,,,,,,,,,,,,,,,,,,,1878-03-23,1878-03-23,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,1878,inferred,,Frank Leslie's Illustrated Newspaper,,eng,,Mardi Gras in Memphis,still image,,illustrations,http://vocab.getty.edu/aat/300015578,,,,,Public domain.,"A sketch of floats from the Mardi Gras parade in Memphis, TN in the processions of the Ulks and the Mystik Memphi. The images were drawn from photos by Moyston Memphis.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0014_000054_000206_0001,0014_000054_000206_0001.jpeg,Yellow fever,lcsh,http://id.loc.gov/authorities/subjects/sh85149092,,,,,,,,,,,,,,,,,,,,Health and Medicine,D.11,Transportation and Internal Improvements,D.23,,,,,,,Memphis (Tenn.),http://id.loc.gov/authorities/names/n78095779,"35.14944N, 90.04889W",,,,,,,,,,,,,,,,,,,,,,Era 6 - The Development of the Industrial United States (1870-1900),"Folder 5, Item 3c, AMC 42",,Prints from Harpers Weekly Newspaper and Frank Leslies Illustrated Newspaper,,Memphis,Shelby County,Tennessee,,Memphis Public Library,,,2007-10-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 7 Illustrations,image/jpeg,Artist,http://id.loc.gov/vocabulary/relators/art,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1879-08-23,1879-08-23,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,1879,inferred,,Frank Leslie's Illustrated Newspaper,,eng,,Yellow Fever in Memphis,still image,text,periodicals,http://vocab.getty.edu/aat/300026657,,,,,Public domain.,"A page from Frank Leslie's illustrated Newspaper with two sketches of Father Mathew Yellow Fever Camp near Memphis, TN.  The top illustration shows the Sisters of Charity breaking down the camp, and the bottom illustration shows conditions during the epidemic.  An article about the camp follows.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
